Incidence per 1000 by age and sex			
	Ghana		
 	Total	Male	Female
 50-54 	0.751213	0.670966	0.824620
 55-59 	0.556460	0.525438	0.586149
 60-64 	0.445647	0.481780	0.411614
 65-69 	0.419400	0.491800	0.356023
 70-74 	0.444676	0.476010	0.421589
 75-79 	0.189403	0.317959	0.102150
 80+ 	0.000000	0.000000	0.000000
Total	1.104202	0.985322	1.222215
2007			
 0-4	1.591746	1.597116	1.586143
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.681071	0.411622	0.958742
 20-24 	1.775722	1.346464	2.197208
 25-29 	1.992221	1.714571	2.253492
 30-34 	1.811593	1.700720	1.916413
 35-39 	1.507757	1.469921	1.544223
 40-44 	1.200654	1.156811	1.243299
 45-49 	0.924149	0.851713	0.993392
 50-54 	0.693529	0.619526	0.760566
 55-59 	0.513644	0.484735	0.540828
 60-64 	0.411258	0.444576	0.379675
 65-69 	0.387272	0.453800	0.328203
 70-74 	0.409195	0.439039	0.387390
 75-79 	0.172723	0.293900	0.094440
 80+ 	0.000000	0.000000	0.000000
Total	0.994258	0.882748	1.104477
2008			
 0-4	1.398900	1.403431	1.394173
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.626637	0.378817	0.882598
 20-24 	1.633556	1.238037	2.022925
 25-29 	1.833881	1.576444	2.074090
 30-34 	1.667507	1.563729	1.764226
 35-39 	1.388210	1.352376	1.422334
 40-44 	1.104569	1.063414	1.144416
 45-49 	0.850581	0.783356	0.914769
 50-54 	0.638013	0.569626	0.699787
 55-59 	0.473238	0.445863	0.498412
 60-64 	0.378377	0.408784	0.349408
 65-69 	0.356497	0.417257	0.301943
 70-74 	0.375863	0.403583	0.355481
 75-79 	0.157039	0.270511	0.086474
 80+ 	0.000000	0.000000	0.000000
Total	0.907982	0.803929	1.010498
2009			
 0-4	1.315971	1.320227	1.311531
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.576177	0.347969	0.812388
 20-24 	1.499681	1.135245	1.860808
 25-29 	1.684704	1.445441	1.907495
 30-34 	1.532082	1.433782	1.622662
 35-39 	1.275694	1.240606	1.308772
 40-44 	1.014061	0.974397	1.052279
 45-49 	0.781540	0.718489	0.841697
 50-54 	0.585728	0.522144	0.643358
 55-59 	0.435448	0.409167	0.459071
 60-64 	0.347364	0.374818	0.321184
 65-69 	0.327485	0.382593	0.277589
 70-74 	0.345179	0.370080	0.326447
 75-79 	0.142696	0.248003	0.078466
 80+ 	0.000000	0.000000	0.000000
Total	0.841268	0.744637	0.936334
2010			
 0-4	1.203265	1.207132	1.199231
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.533027	0.321050	0.753047
 20-24 	1.382970	1.044653	1.722084
 25-29 	1.554459	1.329826	1.765166
 30-34 	1.414249	1.319057	1.501484
 35-39 	1.176857	1.140732	1.210716
 40-44 	0.934842	0.895010	0.973002
 45-49 	0.721513	0.661127	0.779178
 50-54 	0.540375	0.480279	0.595376
 55-59 	0.402519	0.376806	0.425264
 60-64 	0.320337	0.344836	0.297060
 65-69 	0.302251	0.351994	0.256790
 70-74 	0.319238	0.340625	0.302364
 75-79 	0.131059	0.227863	0.071123
 80+ 	0.000000	0.000000	0.000000
Total	0.777140	0.686422	0.866551
2011			
 0-4	0.736783	0.739017	0.734452
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.490680	0.295165	0.694048
 20-24 	1.268485	0.957535	1.583684
 25-29 	1.426319	1.218585	1.623335
 30-34 	1.298462	1.208660	1.380623
 35-39 	1.080732	1.045332	1.113732
 40-44 	0.858637	0.820264	0.895208
 45-49 	0.662549	0.605847	0.716741
 50-54 	0.496051	0.440098	0.547769
 55-59 	0.369880	0.345533	0.391199
 60-64 	0.293928	0.316007	0.273192
 65-69 	0.277534	0.322562	0.236143
 70-74 	0.294065	0.312347	0.278999
 75-79 	0.119962	0.208399	0.063822
 80+ 	0.000000	0.000000	0.000000
Total	0.660074	0.574657	0.744441
2012			
 0-4	0.664048	0.666050	0.661960
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.447325	0.268615	0.633581
 20-24 	1.152998	0.869541	1.443291
 25-29 	1.296543	1.106268	1.479568
 30-34 	1.181135	1.097224	1.258098
 35-39 	0.983416	0.949016	1.015323
 40-44 	0.781690	0.745090	0.816387
 45-49 	0.602813	0.549973	0.653344
 50-54 	0.451388	0.399638	0.499625
 55-59 	0.336500	0.313783	0.356352
 60-64 	0.267254	0.286907	0.249148
 65-69 	0.252540	0.292856	0.215292
 70-74 	0.268503	0.283770	0.255497
 75-79 	0.109221	0.188863	0.056829
 80+ 	0.000000	0.000000	0.000000
Total	0.600563	0.522688	0.677671
2013			
 0-4	0.689725	0.691786	0.687575
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.415866	0.249292	0.589742
 20-24 	1.070701	0.806843	1.343068
 25-29 	1.203530	1.026056	1.376842
 30-34 	1.097163	1.017647	1.170497
 35-39 	0.913880	0.880233	0.944929
 40-44 	0.726936	0.691679	0.760176
 45-49 	0.560051	0.509961	0.607953
 50-54 	0.419577	0.370804	0.465305
 55-59 	0.312448	0.291017	0.331277
 60-64 	0.248206	0.266130	0.232084
 65-69 	0.234707	0.271657	0.200429
 70-74 	0.250249	0.263364	0.238840
 75-79 	0.102207	0.175030	0.052120
 80+ 	0.000000	0.000000	0.000000
Total	0.569338	0.497397	0.640736
2014			
 0-4	0.632578	0.634458	0.630616
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.391309	0.234082	0.555620
 20-24 	1.008284	0.759043	1.266999
 25-29 	1.132323	0.964599	1.298605
 30-34 	1.032876	0.956670	1.103739
 35-39 	0.860687	0.827503	0.891173
 40-44 	0.685022	0.650660	0.717252
 45-49 	0.527186	0.479020	0.573178
 50-54 	0.395292	0.348704	0.439128
 55-59 	0.294013	0.273532	0.312185
 60-64 	0.233664	0.250214	0.219127
 65-69 	0.221037	0.255429	0.189119
 70-74 	0.236178	0.247719	0.226021
 75-79 	0.097661	0.164662	0.049225
 80+ 	0.000000	0.000000	0.000000
Total	0.533486	0.465798	0.600808
2015			
 0-4	0.522685	0.524259	0.521043
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.363804	0.217214	0.517046
 20-24 	0.939539	0.706744	1.181859
 25-29 	1.053736	0.897319	1.210860
 30-34 	0.961602	0.889895	1.028921
 35-39 	0.801604	0.769738	0.830772
 40-44 	0.637724	0.604807	0.668466
 45-49 	0.490462	0.444751	0.533897
 50-54 	0.368266	0.324428	0.409583
 55-59 	0.273708	0.254417	0.291011
 60-64 	0.217567	0.232781	0.204456
 65-69 	0.205813	0.237659	0.176428
 70-74 	0.220266	0.230535	0.211174
 75-79 	0.092882	0.153529	0.046823
 80+ 	0.000000	0.000000	0.000000
Total	0.486517	0.423449	0.549337
2016			
 0-4	0.279501	0.280410	0.278554
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.320430	0.190848	0.455888
 20-24 	0.829680	0.623310	1.044807
 25-29 	0.929234	0.790672	1.069987
 30-34 	0.848161	0.784075	0.909006
 35-39 	0.707295	0.678197	0.733888
 40-44 	0.562921	0.532943	0.590770
 45-49 	0.433075	0.391981	0.471915
 50-54 	0.325043	0.285880	0.361977
 55-59 	0.241524	0.224181	0.257236
 60-64 	0.191922	0.205123	0.180672
 65-69 	0.181474	0.209449	0.155994
 70-74 	0.194497	0.203185	0.186771
 75-79 	0.083856	0.135732	0.042743
 80+ 	0.000000	0.000000	0.000000
Total	0.402090	0.345856	0.458173
2017			
 0-4	0.250515	0.251343	0.249652
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.291898	0.173436	0.415703
 20-24 	0.757334	0.568162	0.954679
 25-29 	0.847334	0.720332	0.977481
 30-34 	0.773400	0.714277	0.830252
 35-39 	0.645168	0.617815	0.670199
 40-44 	0.513717	0.485540	0.539736
 45-49 	0.395477	0.357343	0.431304
 50-54 	0.296571	0.260422	0.330665
 55-59 	0.220413	0.204264	0.235161
 60-64 	0.175022	0.186873	0.164946
 65-69 	0.165302	0.190827	0.142518
 70-74 	0.177430	0.185101	0.170578
 75-79 	0.078003	0.124050	0.040362
 80+ 	0.000000	0.000000	0.000000
Total	0.365818	0.314595	0.416961
2018			
 0-4	0.224943	0.225696	0.224158
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.267379	0.158521	0.381111
 20-24 	0.694253	0.520069	0.876033
 25-29 	0.776392	0.659394	0.897045
 30-34 	0.708516	0.653800	0.761849
 35-39 	0.591223	0.565502	0.614859
 40-44 	0.470989	0.444462	0.495336
 45-49 	0.362914	0.327425	0.396051
 50-54 	0.271821	0.238318	0.303400
 55-59 	0.202124	0.187017	0.215994
 60-64 	0.160373	0.171058	0.151243
 65-69 	0.151187	0.174671	0.130738
 70-74 	0.162539	0.169375	0.156414
 75-79 	0.072504	0.113868	0.038049
 80+ 	0.000000	0.000000	0.000000
Total	0.334276	0.287395	0.381129
2019			
 0-4	0.200984	0.201663	0.200276
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.197580	0.116930	0.281812
 20-24 	0.512835	0.383622	0.647698
 25-29 	0.573511	0.486660	0.663435
 30-34 	0.523218	0.482475	0.563477
 35-39 	0.436717	0.417320	0.454666
 40-44 	0.348057	0.328013	0.366355
 45-49 	0.268397	0.241815	0.293074
 50-54 	0.200769	0.175751	0.224301
 55-59 	0.149416	0.138050	0.159881
 60-64 	0.118493	0.126249	0.111804
 65-69 	0.111471	0.128900	0.096660
 70-74 	0.119995	0.124919	0.115586
 75-79 	0.054056	0.084244	0.028658
 80+ 	0.000000	0.000000	0.000000
Total	0.251611	0.217155	0.286076
2020			
 0-4	0.180542	0.181155	0.179903
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.175383	0.103641	0.250295
 20-24 	0.454740	0.339684	0.574828
 25-29 	0.508699	0.431310	0.589017
 30-34 	0.463925	0.427527	0.500357
 35-39 	0.387284	0.369789	0.403626
 40-44 	0.308767	0.290656	0.325238
 45-49 	0.238003	0.214103	0.260094
 50-54 	0.177905	0.155465	0.198907
 55-59 	0.132579	0.122346	0.142018
 60-64 	0.105136	0.111878	0.099259
 65-69 	0.098716	0.114210	0.085798
 70-74 	0.106315	0.110594	0.102508
 75-79 	0.048164	0.074786	0.025644
 80+ 	0.000000	0.000000	0.000000
Total	0.223305	0.192791	0.253851
2021			
 0-4	0.172305	0.172887	0.171697
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.175857	0.103811	0.251074
 20-24 	0.455585	0.339930	0.576274
 25-29 	0.509852	0.432046	0.590706
 30-34 	0.464824	0.428178	0.501917
 35-39 	0.388042	0.370346	0.404761
 40-44 	0.309450	0.291089	0.326125
 45-49 	0.238657	0.214449	0.260913
 50-54 	0.178445	0.155751	0.199571
 55-59 	0.132898	0.122538	0.142461
 60-64 	0.105423	0.112055	0.099584
 65-69 	0.098840	0.114375	0.086032
 70-74 	0.106413	0.110666	0.102682
 75-79 	0.048308	0.074951	0.025684
 80+ 	0.000000	0.000000	0.000000
Total	0.222526	0.191978	0.253129
2022			
 0-4	0.164045	0.164598	0.163468
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.176057	0.103836	0.251450
 20-24 	0.456218	0.340112	0.577340
 25-29 	0.510723	0.432604	0.591958
 30-34 	0.465497	0.428675	0.503099
 35-39 	0.388573	0.370779	0.405602
 40-44 	0.309925	0.291423	0.326751
 45-49 	0.239173	0.214719	0.261526
 50-54 	0.178938	0.156040	0.200131
 55-59 	0.133126	0.122679	0.142770
 60-64 	0.105661	0.112193	0.099863
 65-69 	0.098996	0.114508	0.086235
 70-74 	0.106530	0.110751	0.102904
 75-79 	0.048354	0.075007	0.025632
 80+ 	0.000000	0.000000	0.000000
Total	0.221764	0.191200	0.252403
2023			
 0-4	0.156209	0.156735	0.155660
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.176168	0.103829	0.251680
 20-24 	0.457017	0.340533	0.578491
 25-29 	0.511673	0.433278	0.593221
 30-34 	0.466253	0.429318	0.504213
 35-39 	0.389157	0.371348	0.406437
 40-44 	0.310417	0.291868	0.327358
 45-49 	0.239706	0.215064	0.262097
 50-54 	0.179491	0.156422	0.200712
 55-59 	0.133352	0.122850	0.143041
 60-64 	0.105907	0.112369	0.100141
 65-69 	0.099240	0.114689	0.086465
 70-74 	0.106759	0.110947	0.103251
 75-79 	0.048295	0.074966	0.025498
 80+ 	0.000000	0.000000	0.000000
Total	0.221224	0.190639	0.251903
2024			
 0-4	0.148790	0.149291	0.148267
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.176285	0.103846	0.251900
 20-24 	0.457934	0.341150	0.579680
 25-29 	0.512710	0.434076	0.594516
 30-34 	0.467072	0.430097	0.505229
 35-39 	0.389808	0.372047	0.407281
 40-44 	0.310930	0.292418	0.327958
 45-49 	0.240236	0.215475	0.262618
 50-54 	0.180011	0.156812	0.201232
 55-59 	0.133549	0.123028	0.143238
 60-64 	0.106154	0.112585	0.100399
 65-69 	0.099531	0.114913	0.086692
 70-74 	0.107049	0.111236	0.103627
 75-79 	0.048075	0.074814	0.025253
 80+ 	0.000000	0.000000	0.000000
Total	0.220915	0.190301	0.251641
2025			
 0-4	0.141845	0.142324	0.141345
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.176568	0.104006	0.252304
 20-24 	0.458899	0.341900	0.580837
 25-29 	0.513767	0.434945	0.595763
 30-34 	0.467881	0.430945	0.506086
 35-39 	0.390476	0.372808	0.408085
 40-44 	0.311422	0.293016	0.328513
 45-49 	0.240723	0.215918	0.263061
 50-54 	0.180286	0.157024	0.201475
 55-59 	0.133655	0.123157	0.143274
 60-64 	0.106387	0.112823	0.100615
 65-69 	0.099823	0.115160	0.086883
 70-74 	0.107336	0.111568	0.103943
 75-79 	0.047770	0.074607	0.025042
 80+ 	0.000000	0.000000	0.000000
Total	0.220821	0.190172	0.251597
2026			
 0-4	0.135391	0.135850	0.134912
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.177032	0.104330	0.252904
 20-24 	0.459747	0.342629	0.581785
 25-29 	0.514754	0.435820	0.596847
 30-34 	0.468622	0.431798	0.506759
 35-39 	0.391108	0.373565	0.408789
 40-44 	0.311851	0.293617	0.328980
 45-49 	0.241127	0.216360	0.263402
 50-54 	0.180695	0.157367	0.201834
 55-59 	0.133977	0.123451	0.143572
 60-64 	0.106593	0.113064	0.100785
 65-69 	0.100086	0.115407	0.087029
 70-74 	0.107597	0.111895	0.104188
 75-79 	0.047534	0.074468	0.025063
 80+ 	0.000000	0.000000	0.000000
Total	0.220909	0.190226	0.251735
2027			
 0-4	0.129398	0.129838	0.128938
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.177578	0.104742	0.253579
 20-24 	0.460332	0.343193	0.582378
 25-29 	0.515608	0.436656	0.597690
 30-34 	0.469289	0.432620	0.507289
 35-39 	0.391670	0.374278	0.409356
 40-44 	0.312204	0.294193	0.329342
 45-49 	0.241435	0.216782	0.263642
 50-54 	0.181061	0.157692	0.202116
 55-59 	0.134297	0.123750	0.143856
 60-64 	0.106764	0.113291	0.100906
 65-69 	0.100298	0.115638	0.087122
 70-74 	0.107759	0.112163	0.104272
 75-79 	0.047384	0.074494	0.025254
 80+ 	0.000000	0.000000	0.000000
Total	0.221146	0.190434	0.252015
2028			
 0-4	0.123924	0.124348	0.123482
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.178151	0.105192	0.254263
 20-24 	0.460664	0.343591	0.582630
 25-29 	0.516245	0.437382	0.598203
 30-34 	0.469845	0.433348	0.507675
 35-39 	0.392080	0.374861	0.409701
 40-44 	0.312438	0.294683	0.329569
 45-49 	0.241617	0.217142	0.263762
 50-54 	0.181343	0.157967	0.202282
 55-59 	0.134580	0.124018	0.144095
 60-64 	0.106884	0.113483	0.100963
 65-69 	0.100444	0.115831	0.087158
 70-74 	0.107811	0.112347	0.104199
 75-79 	0.047322	0.074718	0.025524
 80+ 	0.000000	0.000000	0.000000
Total	0.221488	0.190760	0.252386
2029			
 0-4	0.118955	0.119362	0.118530
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.178742	0.105673	0.254952
 20-24 	0.460788	0.343849	0.582603
 25-29 	0.516579	0.437889	0.598326
 30-34 	0.470207	0.433885	0.507858
 35-39 	0.392241	0.375211	0.409741
 40-44 	0.312509	0.295015	0.329623
 45-49 	0.241637	0.217388	0.263735
 50-54 	0.181492	0.158151	0.202292
 55-59 	0.134748	0.124197	0.144200
 60-64 	0.106915	0.113610	0.100920
 65-69 	0.100520	0.115964	0.087142
 70-74 	0.107801	0.112452	0.104062
 75-79 	0.047343	0.075077	0.025806
 80+ 	0.000000	0.000000	0.000000
Total	0.221873	0.191149	0.252781
2030			
 0-4	0.114439	0.114831	0.114030
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.179278	0.106133	0.255549
 20-24 	0.460746	0.344007	0.582341
 25-29 	0.516554	0.438104	0.598029
 30-34 	0.470301	0.434145	0.507775
 35-39 	0.392101	0.375264	0.409443
 40-44 	0.312378	0.295124	0.329480
 45-49 	0.241466	0.217474	0.263540
 50-54 	0.181478	0.158217	0.202133
 55-59 	0.134672	0.124207	0.144010
 60-64 	0.106819	0.113652	0.100730
 65-69 	0.100526	0.116018	0.087084
 70-74 	0.107770	0.112487	0.103938
 75-79 	0.047361	0.075436	0.025952
 80+ 	0.000000	0.000000	0.000000
Total	0.222239	0.191541	0.253132
2031			
 0-4	0.110269	0.110647	0.109876
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.179634	0.106471	0.255906
 20-24 	0.460545	0.344054	0.581862
 25-29 	0.516203	0.438006	0.597399
 30-34 	0.470112	0.434111	0.507417
 35-39 	0.391703	0.375046	0.408880
 40-44 	0.312069	0.295015	0.329164
 45-49 	0.241123	0.217403	0.263202
 50-54 	0.181311	0.158169	0.201836
 55-59 	0.134620	0.124182	0.143885
 60-64 	0.106770	0.113641	0.100680
 65-69 	0.100468	0.115992	0.086986
 70-74 	0.107710	0.112452	0.103819
 75-79 	0.047279	0.075673	0.025840
 80+ 	0.000000	0.000000	0.000000
Total	0.222544	0.191893	0.253400
2032			
 0-4	0.106453	0.106816	0.106074
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.179724	0.106614	0.255924
 20-24 	0.460206	0.343979	0.581227
 25-29 	0.515604	0.437621	0.596568
 30-34 	0.469671	0.433806	0.506819
 35-39 	0.391157	0.374647	0.408193
 40-44 	0.311630	0.294727	0.328727
 45-49 	0.240660	0.217211	0.262773
 50-54 	0.181024	0.158029	0.201453
 55-59 	0.134502	0.124084	0.143700
 60-64 	0.106668	0.113555	0.100598
 65-69 	0.100359	0.115898	0.086861
 70-74 	0.107639	0.112367	0.103728
 75-79 	0.047118	0.075712	0.025552
 80+ 	0.000000	0.000000	0.000000
Total	0.222781	0.192195	0.253583
2033			
 0-4	0.103101	0.103452	0.102734
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.179559	0.106559	0.255631
 20-24 	0.459819	0.343832	0.580562
 25-29 	0.514854	0.437032	0.595643
 30-34 	0.469039	0.433289	0.506054
 35-39 	0.390574	0.374161	0.407513
 40-44 	0.311098	0.294293	0.328206
 45-49 	0.240127	0.216927	0.262314
 50-54 	0.180659	0.157823	0.201038
 55-59 	0.134335	0.123930	0.143469
 60-64 	0.106526	0.113410	0.100493
 65-69 	0.100217	0.115755	0.086723
 70-74 	0.107559	0.112246	0.103662
 75-79 	0.046957	0.075579	0.025242
 80+ 	0.000000	0.000000	0.000000
Total	0.222971	0.192461	0.253707
2034			
 0-4	0.100181	0.100522	0.099825
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.179279	0.106397	0.255213
 20-24 	0.459486	0.343686	0.579999
 25-29 	0.514064	0.436349	0.594735
 30-34 	0.468327	0.432649	0.505254
 35-39 	0.390032	0.373658	0.406931
 40-44 	0.310513	0.293750	0.327647
 45-49 	0.239583	0.216588	0.261883
 50-54 	0.180255	0.157581	0.200640
 55-59 	0.134135	0.123743	0.143213
 60-64 	0.106355	0.113234	0.100359
 65-69 	0.100058	0.115590	0.086596
 70-74 	0.107460	0.112098	0.103593
 75-79 	0.046857	0.075375	0.025012
 80+ 	0.000000	0.000000	0.000000
Total	0.223125	0.192696	0.253791
2035			
 0-4	0.097597	0.097930	0.097249
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.178981	0.106199	0.254801
 20-24 	0.459183	0.343510	0.579529
 25-29 	0.513277	0.435630	0.593869
 30-34 	0.467590	0.431930	0.504487
 35-39 	0.389545	0.373147	0.406465
 40-44 	0.309898	0.293125	0.327082
 45-49 	0.239055	0.216204	0.261507
 50-54 	0.179831	0.157308	0.200277
 55-59 	0.133912	0.123534	0.142946
 60-64 	0.106146	0.113049	0.100153
 65-69 	0.099893	0.115421	0.086503
 70-74 	0.107329	0.111922	0.103493
 75-79 	0.046854	0.075186	0.024921
 80+ 	0.000000	0.000000	0.000000
Total	0.223236	0.192886	0.253829
2036			
 0-4	0.095240	0.095566	0.094900
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.178734	0.106012	0.254478
 20-24 	0.458865	0.343246	0.579118
 25-29 	0.512542	0.434918	0.593099
 30-34 	0.466913	0.431198	0.503859
 35-39 	0.389114	0.372635	0.406112
 40-44 	0.309311	0.292482	0.326574
 45-49 	0.238576	0.215801	0.261210
 50-54 	0.179411	0.157027	0.199969
 55-59 	0.133684	0.123319	0.142695
 60-64 	0.105983	0.112858	0.100044
 65-69 	0.099735	0.115223	0.086448
 70-74 	0.107185	0.111733	0.103383
 75-79 	0.046940	0.075037	0.024978
 80+ 	0.000000	0.000000	0.000000
Total	0.223297	0.193026	0.253822
2037			
 0-4	0.093122	0.093443	0.092789
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.178543	0.105843	0.254252
 20-24 	0.458501	0.342857	0.578747
 25-29 	0.511899	0.434235	0.592480
 30-34 	0.466363	0.430502	0.503454
 35-39 	0.388726	0.372114	0.405856
 40-44 	0.308825	0.291898	0.326198
 45-49 	0.238171	0.215404	0.261003
 50-54 	0.179020	0.156757	0.199739
 55-59 	0.133466	0.123110	0.142485
 60-64 	0.105836	0.112671	0.099963
 65-69 	0.099558	0.115024	0.086365
 70-74 	0.107044	0.111542	0.103283
 75-79 	0.047076	0.074944	0.025131
 80+ 	0.000000	0.000000	0.000000
Total	0.223320	0.193121	0.253780
2038			
 0-4	0.091303	0.091618	0.090974
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.178373	0.105663	0.254078
 20-24 	0.458106	0.342353	0.578432
 25-29 	0.511358	0.433591	0.592026
 30-34 	0.465928	0.429843	0.503247
 35-39 	0.388362	0.371569	0.405671
 40-44 	0.308479	0.291416	0.325994
 45-49 	0.237827	0.215004	0.260865
 50-54 	0.178669	0.156498	0.199593
 55-59 	0.133265	0.122909	0.142328
 60-64 	0.105703	0.112490	0.099905
 65-69 	0.099365	0.114828	0.086249
 70-74 	0.106907	0.111346	0.103198
 75-79 	0.047199	0.074888	0.025289
 80+ 	0.000000	0.000000	0.000000
Total	0.223314	0.193179	0.253717
2039			
 0-4	0.089759	0.090070	0.089433
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.178232	0.105480	0.253964
 20-24 	0.457764	0.341825	0.578256
 25-29 	0.510926	0.433003	0.591730
 30-34 	0.465588	0.429225	0.503192
 35-39 	0.388040	0.371024	0.405573
 40-44 	0.308272	0.291038	0.325963
 45-49 	0.237524	0.214590	0.260768
 50-54 	0.178365	0.156252	0.199531
 55-59 	0.133086	0.122719	0.142225
 60-64 	0.105585	0.112318	0.099861
 65-69 	0.099199	0.114648	0.086165
 70-74 	0.106760	0.111134	0.103112
 75-79 	0.047267	0.074829	0.025396
 80+ 	0.000000	0.000000	0.000000
Total	0.223285	0.193204	0.253639
2040			
 0-4	0.088416	0.088726	0.088094
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.178123	0.105301	0.253912
 20-24 	0.457530	0.341336	0.578258
 25-29 	0.510609	0.432476	0.591603
 30-34 	0.465307	0.428640	0.503220
 35-39 	0.387773	0.370499	0.405566
 40-44 	0.308185	0.290751	0.326078
 45-49 	0.237255	0.214173	0.260705
 50-54 	0.178115	0.156017	0.199547
 55-59 	0.132926	0.122543	0.142170
 60-64 	0.105487	0.112162	0.099831
 65-69 	0.099136	0.114497	0.086229
 70-74 	0.106562	0.110882	0.102978
 75-79 	0.047273	0.074747	0.025441
 80+ 	0.000000	0.000000	0.000000
Total	0.223233	0.193197	0.253549
2041			
 0-4	0.087205	0.087512	0.086886
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.178054	0.105136	0.253927
 20-24 	0.457426	0.340925	0.578445
 25-29 	0.510421	0.432015	0.591671
 30-34 	0.465085	0.428103	0.503319
 35-39 	0.387610	0.370052	0.405691
 40-44 	0.308185	0.290532	0.326299
 45-49 	0.237044	0.213791	0.260696
 50-54 	0.177929	0.155804	0.199635
 55-59 	0.132792	0.122389	0.142163
 60-64 	0.105416	0.112027	0.099821
 65-69 	0.099050	0.114359	0.086251
 70-74 	0.106421	0.110726	0.102869
 75-79 	0.047242	0.074652	0.025447
 80+ 	0.000000	0.000000	0.000000
Total	0.223163	0.193161	0.253451
2042			
 0-4	0.086121	0.086425	0.085803
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.178021	0.104988	0.253998
 20-24 	0.457434	0.340592	0.578778
 25-29 	0.510364	0.431620	0.591934
 30-34 	0.464940	0.427639	0.503496
 35-39 	0.387589	0.369730	0.405978
 40-44 	0.308237	0.290352	0.326581
 45-49 	0.236931	0.213498	0.260780
 50-54 	0.177815	0.155625	0.199783
 55-59 	0.132689	0.122264	0.142206
 60-64 	0.105379	0.111916	0.099835
 65-69 	0.098983	0.114246	0.086294
 70-74 	0.106414	0.110639	0.102949
 75-79 	0.047186	0.074552	0.025426
 80+ 	0.000000	0.000000	0.000000
Total	0.223083	0.193105	0.253350
2043			
 0-4	0.085149	0.085450	0.084835
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.178016	0.104857	0.254109
 20-24 	0.457517	0.340314	0.579204
 25-29 	0.510418	0.431291	0.592359
 30-34 	0.464861	0.427251	0.503725
 35-39 	0.387673	0.369511	0.406372
 40-44 	0.308303	0.290184	0.326878
 45-49 	0.236935	0.213322	0.260972
