Need for ART by age			
	Ghana		
 	Total	Male	Female
 30-34 	6534.040669	2445.986618	4088.054051
 35-39 	7033.949785	2956.070382	4077.879403
 40-44 	5439.872137	2479.956674	2959.915463
 45-49 	4245.378039	2004.305463	2241.072577
 50-54 	2447.338921	1129.311719	1318.027202
 55-59 	1422.922686	649.852823	773.069863
 60-64 	786.440939	352.928576	433.512363
 65-69 	444.356070	205.808000	238.548070
 70-74 	285.765834	136.314216	149.451618
 75-79 	170.629562	79.610189	91.019374
 80+ 	68.260615	34.947988	33.312627
Total	45586.517887	20199.280655	25387.237232
2006			
 0-4	11051.069195	5656.615761	5394.453434
 5-9	18.904366	9.784772	9.119594
 10-14 	0.000000	0.000000	0.000000
 15-19 	712.677531	360.258892	352.418639
 20-24 	654.719793	208.959655	445.760138
 25-29 	3713.513453	1200.918837	2512.594616
 30-34 	6678.035370	2464.887294	4213.148076
 35-39 	7337.080549	3041.974745	4295.105805
 40-44 	5794.968507	2616.623549	3178.344958
 45-49 	4474.501506	2103.497844	2371.003662
 50-54 	2580.962016	1183.251750	1397.710266
 55-59 	1453.281453	660.996570	792.284884
 60-64 	818.310842	368.536925	449.773917
 65-69 	450.057500	209.016431	241.041070
 70-74 	294.425556	138.289196	156.136361
 75-79 	178.445745	80.979383	97.466362
 80+ 	74.239976	36.537539	37.702437
Total	46285.193359	20341.129143	25944.064216
2007			
 0-4	9849.144511	5042.002126	4807.142385
 5-9	60.905094	31.517195	29.387898
 10-14 	0.000000	0.000000	0.000000
 15-19 	859.208277	435.585342	423.622935
 20-24 	677.397093	226.537365	450.859728
 25-29 	3653.979513	1169.248517	2484.730996
 30-34 	6820.276062	2482.268881	4338.007181
 35-39 	7653.636066	3130.498514	4523.137551
 40-44 	6207.835220	2778.407061	3429.428159
 45-49 	4742.331644	2220.740090	2521.591554
 50-54 	2771.795477	1267.401284	1504.394193
 55-59 	1499.325601	677.964104	821.361497
 60-64 	864.092931	391.215038	472.877893
 65-69 	462.991690	215.685624	247.306067
 70-74 	303.187014	141.064718	162.122296
 75-79 	188.783903	83.482031	105.301871
 80+ 	80.913186	38.461602	42.451583
Total	46695.803280	20332.079491	26363.723789
2008			
 0-4	8427.986685	4315.553809	4112.432876
 5-9	150.139525	77.706231	72.433295
 10-14 	0.000000	0.000000	0.000000
 15-19 	1022.976766	520.040464	502.936301
 20-24 	714.123518	251.764186	462.359332
 25-29 	3596.122037	1144.790431	2451.331607
 30-34 	7006.510570	2518.069066	4488.441504
 35-39 	8064.881944	3257.715022	4807.166922
 40-44 	6741.902347	2994.490168	3747.412179
 45-49 	5113.513778	2386.908730	2726.605048
 50-54 	3048.646520	1397.193549	1651.452972
 55-59 	1590.932465	714.954365	875.978100
 60-64 	932.731243	424.934116	507.797128
 65-69 	491.837597	229.736857	262.100740
 70-74 	315.087900	146.432026	168.655874
 75-79 	202.683527	87.940275	114.743252
 80+ 	88.919269	41.135923	47.783346
Total	47508.995693	20509.365217	26999.630477
2009			
 0-4	7944.713002	4070.016867	3874.696134
 5-9	298.528855	154.659090	143.869765
 10-14 	0.000000	0.000000	0.000000
 15-19 	1178.903952	600.401567	578.502385
 20-24 	766.635352	286.171485	480.463868
 25-29 	3463.630467	1102.981764	2360.648703
 30-34 	7042.466341	2502.253215	4540.213126
 35-39 	8342.658849	3328.482300	5014.176549
 40-44 	7154.294619	3150.267803	4004.026816
 45-49 	5439.098877	2528.281694	2910.817183
 50-54 	3297.894981	1517.897404	1779.997577
 55-59 	1690.271178	754.807279	935.463898
 60-64 	990.006343	452.673027	537.333315
 65-69 	522.184921	244.081794	278.103127
 70-74 	320.005424	149.573392	170.432032
 75-79 	211.592087	90.887412	120.704675
 80+ 	94.755827	42.979576	51.776251
Total	48757.641076	20976.415671	27781.225405
2010			
 0-4	7848.302008	4023.654304	3824.647704
 5-9	556.757718	288.676381	268.081336
 10-14 	2.419021	1.265387	1.153634
 15-19 	2558.420737	1272.698823	1285.721914
 20-24 	3425.689708	1206.169622	2219.520086
 25-29 	9998.296370	3319.389921	6678.906449
 30-34 	17181.231456	6196.552680	10984.678776
 35-39 	19716.172732	7891.294811	11824.877921
 40-44 	15475.322921	6782.644912	8692.678009
 45-49 	10329.807887	4770.309183	5559.498704
 50-54 	5635.358867	2587.365842	3047.993025
 55-59 	2934.860805	1294.487579	1640.373226
 60-64 	1700.648971	777.740017	922.908954
 65-69 	919.170622	434.899839	484.270783
 70-74 	542.969237	259.443747	283.525490
 75-79 	363.373603	157.122869	206.250734
 80+ 	151.702280	70.234381	81.467899
Total	99340.504940	41333.950299	58006.554641
2011			
 0-4	6507.580823	3338.688960	3168.891863
 5-9	962.416337	499.315317	463.101020
 10-14 	17.749575	9.284065	8.465510
 15-19 	2892.431292	1447.596192	1444.835100
 20-24 	3510.165008	1289.304039	2220.860969
 25-29 	9753.149871	3275.176668	6477.973203
 30-34 	17288.663782	6212.509994	11076.153789
 35-39 	20622.355916	8188.449492	12433.906424
 40-44 	16650.611710	7236.357016	9414.254694
 45-49 	11448.066458	5270.543580	6177.522878
 50-54 	6319.820889	2920.474937	3399.345951
 55-59 	3316.421646	1463.906889	1852.514758
 60-64 	1870.686505	852.410874	1018.275631
 65-69 	1032.254003	488.317752	543.936251
 70-74 	574.048694	278.812141	295.236553
 75-79 	381.156129	167.055764	214.100364
 80+ 	164.859335	75.971922	88.887413
Total	103312.437972	43014.175602	60298.262371
2012			
 0-4	5691.605695	2921.754143	2769.851551
 5-9	1427.114717	741.120518	685.994199
 10-14 	57.168602	29.905688	27.262913
 15-19 	3241.705401	1619.266882	1622.438518
 20-24 	3668.820891	1401.534199	2267.286692
 25-29 	9643.054238	3257.665589	6385.388649
 30-34 	17668.239645	6274.579779	11393.659866
 35-39 	22041.907663	8573.045326	13468.862337
 40-44 	18420.199823	7828.142400	10592.057423
 45-49 	13053.062274	5905.728729	7147.333546
 50-54 	7358.401378	3367.863928	3990.537450
 55-59 	3895.407878	1703.182583	2192.225295
 60-64 	2126.824874	947.777063	1179.047811
 65-69 	1201.140373	559.857027	641.283347
 70-74 	634.785247	307.215828	327.569418
 75-79 	408.074965	179.491495	228.583470
 80+ 	185.822887	83.788586	102.034302
Total	110723.336549	45701.919763	65021.416787
2013			
 0-4	5244.234347	2693.407823	2550.826524
 5-9	1931.356087	1004.098166	927.257921
 10-14 	140.930154	73.768679	67.161476
 15-19 	3545.153851	1758.650053	1786.503799
 20-24 	3868.688690	1526.861066	2341.827624
 25-29 	9490.254780	3218.333743	6271.921037
 30-34 	17930.704834	6262.517422	11668.187411
 35-39 	23373.926272	8833.977564	14539.948708
 40-44 	20293.367258	8355.174338	11938.192920
 45-49 	14746.062830	6498.088167	8247.974664
 50-54 	8558.110799	3837.688922	4720.421878
 55-59 	4552.143425	1963.158557	2588.984868
 60-64 	2415.297785	1041.810882	1373.486903
 65-69 	1384.677339	630.842830	753.834508
 70-74 	708.994072	337.054610	371.939461
 75-79 	430.782636	189.477884	241.304752
 80+ 	208.465562	91.250857	117.214705
Total	118823.150722	48316.161564	70506.989158
2014			
 0-4	4786.180522	2459.043084	2327.137438
 5-9	2503.148496	1302.685080	1200.463416
 10-14 	280.162679	147.002172	133.160507
 15-19 	3728.581176	1833.817525	1894.763651
 20-24 	4122.342706	1674.793113	2447.549593
 25-29 	9249.503676	3159.070889	6090.432786
 30-34 	17896.772333	6151.253005	11745.519328
 35-39 	24299.544760	8916.518903	15383.025856
 40-44 	22014.781753	8761.203013	13253.578740
 45-49 	16294.566554	6974.119578	9320.446976
 50-54 	9807.256236	4290.136994	5517.119241
 55-59 	5219.416506	2221.388618	2998.027888
 60-64 	2727.624864	1137.850872	1589.773992
 65-69 	1558.067530	691.669788	866.397743
 70-74 	790.605412	366.723552	423.881860
 75-79 	446.226187	196.473189	249.752998
 80+ 	229.147330	97.410423	131.736907
Total	125953.928721	50381.159800	75572.768922
2015			
 0-4	3890.463144	1999.161132	1891.302012
 5-9	2984.012047	1554.608699	1429.403348
 10-14 	522.463569	274.599504	247.864065
 15-19 	3762.953082	1846.913938	1916.039144
 20-24 	4422.665753	1842.781716	2579.884036
 25-29 	8933.534361	3100.680930	5832.853430
 30-34 	17481.883304	5960.945039	11520.938266
 35-39 	24621.604184	8843.827030	15777.777154
 40-44 	23492.043822	9100.648608	14391.395213
 45-49 	17489.816143	7306.602288	10183.213855
 50-54 	10974.184295	4701.699416	6272.484879
 55-59 	5858.146306	2476.281396	3381.864910
 60-64 	3056.040058	1245.908805	1810.131253
 65-69 	1708.010939	741.428018	966.582921
 70-74 	874.009204	396.895950	477.113255
 75-79 	455.991417	202.203064	253.788352
 80+ 	245.102932	102.198639	142.904293
Total	130772.924559	51697.384172	79075.540387
2016			
 0-4	3147.931497	1617.102457	1530.829040
 5-9	3042.098249	1587.193753	1454.904495
 10-14 	903.213541	475.246702	427.966839
 15-19 	3879.949783	1921.947501	1958.002282
 20-24 	4707.783758	1988.879117	2718.904641
 25-29 	8814.606872	3130.577073	5684.029799
 30-34 	17204.583339	5882.350427	11322.232912
 35-39 	25167.281651	8942.842432	16224.439219
 40-44 	25142.173727	9557.901040	15584.272687
 45-49 	19280.390633	7915.329111	11365.061522
 50-54 	12424.723183	5255.576252	7169.146932
 55-59 	6687.494843	2823.313797	3864.181046
 60-64 	3501.044333	1413.161770	2087.882563
 65-69 	1901.865396	811.251483	1090.613913
 70-74 	989.259089	443.315787	545.943302
 75-79 	482.297224	216.112848	266.184376
 80+ 	263.955313	109.531114	154.424199
Total	137540.652432	54091.632664	83449.019768
2017			
 0-4	2911.978494	1495.116504	1416.861990
 5-9	2963.555221	1548.045091	1415.510131
 10-14 	1339.441072	706.004293	633.436779
 15-19 	4054.581394	2029.295415	2025.285980
 20-24 	4952.577412	2112.244765	2840.332647
 25-29 	8823.059114	3207.854112	5615.205002
 30-34 	16981.766717	5857.551051	11124.215666
 35-39 	25715.093970	9089.105149	16625.988822
 40-44 	26896.438329	10077.435683	16819.002646
 45-49 	21306.107793	8605.987779	12700.120014
 50-54 	14097.272927	5910.362121	8186.910806
 55-59 	7684.785156	3238.962471	4445.822685
 60-64 	4040.291074	1627.003997	2413.287078
 65-69 	2125.177943	889.876727	1235.301216
 70-74 	1127.894155	500.391553	627.502602
 75-79 	522.005167	235.103540	286.901627
 80+ 	283.102573	117.858251	165.244322
Total	145825.128511	57248.198501	88576.930011
2018			
 0-4	2775.384218	1425.332521	1350.051697
 5-9	2840.312252	1484.654674	1355.657578
 10-14 	1812.873349	957.408580	855.464768
 15-19 	4261.003677	2147.918505	2113.085171
 20-24 	5143.300965	2216.799357	2926.501608
 25-29 	8884.524323	3301.643299	5582.881024
 30-34 	16733.262797	5847.009693	10886.253104
 35-39 	26105.228153	9215.943024	16889.285129
 40-44 	28584.572887	10588.314852	17996.258035
 45-49 	23394.886685	9302.448954	14092.437731
 50-54 	15913.471491	6623.919575	9289.551916
 55-59 	8844.798199	3715.114161	5129.684038
 60-64 	4651.792836	1878.183422	2773.609414
 65-69 	2379.886423	977.391696	1402.494728
 70-74 	1279.333208	562.551932	716.781277
 75-79 	574.283527	258.309420	315.974107
 80+ 	301.518063	126.576473	174.941590
Total	154480.433053	60629.520137	93850.912916
2019			
 0-4	2729.585566	1403.325016	1326.260550
 5-9	2583.855213	1350.960430	1232.894783
 10-14 	2348.820893	1242.177992	1106.642900
 15-19 	4301.955236	2168.264635	2133.690601
 20-24 	5275.168509	2309.217240	2965.951269
 25-29 	9016.802371	3422.761693	5594.040677
 30-34 	16509.637280	5860.681792	10648.955487
 35-39 	26367.620626	9332.080160	17035.540467
 40-44 	30187.528157	11088.708888	19098.819269
 45-49 	25573.810574	10025.900578	15547.909996
 50-54 	17835.233986	7369.796350	10465.437636
 55-59 	10178.949533	4253.529125	5925.420408
 60-64 	5330.194590	2162.987701	3167.206888
 65-69 	2687.662512	1084.620389	1603.042124
 70-74 	1437.519339	626.094637	811.424702
 75-79 	640.814361	286.612492	354.201870
 80+ 	320.576115	136.057268	184.518847
Total	163325.734859	64123.776385	99201.958474
2020			
 0-4	2634.693683	1357.065871	1277.627812
 5-9	2309.004321	1206.530536	1102.473785
 10-14 	2799.931926	1482.749333	1317.182592
 15-19 	4319.960852	2185.132304	2134.828548
 20-24 	5425.393330	2408.444456	3016.948874
 25-29 	9214.317871	3569.155474	5645.162397
 30-34 	16339.709684	5901.673755	10438.035929
 35-39 	26502.189532	9434.032589	17068.156943
 40-44 	31652.807441	11566.165640	20086.641801
 45-49 	27990.591251	10848.808286	17141.782965
 50-54 	19712.312917	8073.598806	11638.714110
 55-59 	11655.057977	4839.673304	6815.384673
 60-64 	6079.951548	2480.096676	3599.854872
 65-69 	3061.492542	1219.579532	1841.913010
 70-74 	1600.639282	688.865667	911.773616
 75-79 	720.900976	320.031094	400.869882
 80+ 	341.989086	146.731111	195.257975
Total	172360.944219	67728.334434	104632.609785
2021			
 0-4	2778.514895	1433.272265	1345.242630
 5-9	2177.000134	1137.466764	1039.533369
 10-14 	2855.430575	1514.783025	1340.647550
 15-19 	4424.870188	2250.811231	2174.058957
 20-24 	5551.236802	2508.010318	3043.226484
 25-29 	9352.445363	3674.206482	5678.238881
 30-34 	16209.237681	5954.225783	10255.011898
 35-39 	26478.395256	9503.731957	16974.663299
 40-44 	32898.494968	11990.348774	20908.146194
 45-49 	30206.518464	11582.758364	18623.760100
 50-54 	21868.560675	8869.509896	12999.050778
 55-59 	13249.298019	5469.010731	7780.287288
 60-64 	6920.140370	2833.284904	4086.855466
 65-69 	3492.954636	1381.013867	2111.940769
 70-74 	1772.296407	751.097502	1021.198905
 75-79 	811.427593	357.361874	454.065719
 80+ 	367.123718	158.822161	208.301557
Total	181413.945744	71369.715899	110044.229846
2022			
 0-4	2897.364035	1495.717164	1401.646871
 5-9	2136.723014	1115.944393	1020.778620
 10-14 	2782.373502	1478.055712	1304.317790
 15-19 	4423.980696	2263.462882	2160.517814
 20-24 	5687.448489	2615.724334	3071.724155
 25-29 	9375.076199	3726.239321	5648.836878
 30-34 	16066.587062	5991.035424	10075.551638
 35-39 	26228.079151	9506.539229	16721.539921
 40-44 	33792.418200	12307.524177	21484.894023
 45-49 	32258.038137	12247.561469	20010.476668
 50-54 	24057.434417	9647.704566	14409.729851
 55-59 	14950.694001	6140.061807	8810.632194
 60-64 	7863.825877	3223.220832	4640.605045
 65-69 	3978.126912	1569.461120	2408.665791
 70-74 	1951.690244	811.334047	1140.356197
 75-79 	910.552663	397.911483	512.641180
 80+ 	396.317272	172.101782	224.215490
Total	189756.729871	74709.599745	115047.130126
2023			
 0-4	2986.445519	1542.166671	1444.278848
 5-9	2087.815886	1089.336932	998.478955
 10-14 	2666.094110	1417.428016	1248.666094
 15-19 	4385.164740	2257.191047	2127.973694
 20-24 	5838.176595	2724.822762	3113.353833
 25-29 	9296.604968	3740.035112	5556.569856
 30-34 	15881.303713	5999.454390	9881.849323
 35-39 	25763.850305	9439.880116	16323.970189
 40-44 	34300.626716	12505.863952	21794.762764
 45-49 	34083.621623	12824.041557	21259.580066
 50-54 	26214.770715	10384.862598	15829.908116
 55-59 	16741.448842	6841.868285	9899.580557
 60-64 	8936.004613	3656.709767	5279.294846
 65-69 	4511.139290	1783.307904	2727.831387
 70-74 	2150.504670	874.973381	1275.531289
 75-79 	1013.641752	439.303566	574.338186
 80+ 	430.438110	186.850519	243.587591
Total	197287.652167	77708.096574	119579.555594
2024			
 0-4	3007.026297	1552.967607	1454.058689
 5-9	2096.404858	1092.818200	1003.586658
 10-14 	2424.979113	1289.808530	1135.170583
 15-19 	4543.762667	2350.681666	2193.081001
 20-24 	5823.708606	2736.470267	3087.238339
 25-29 	9144.368652	3733.068059	5411.300593
 30-34 	15676.971246	5994.418405	9682.552841
 35-39 	25172.203367	9329.855354	15842.348013
 40-44 	34447.819892	12595.234313	21852.585579
 45-49 	35647.565150	13308.250025	22339.315125
 50-54 	28353.669817	11096.975792	17256.694026
 55-59 	18565.595676	7541.696710	11023.898966
 60-64 	10144.673887	4134.869090	6009.804797
 65-69 	5084.780297	2018.220932	3066.559365
 70-74 	2387.054066	951.635590	1435.418477
 75-79 	1115.651871	478.517067	637.134804
 80+ 	470.353981	203.543382	266.810599
Total	204106.589444	80409.030989	123697.558454
2025			
 0-4	2937.678278	1517.242924	1420.435355
 5-9	2171.047433	1131.473967	1039.573466
 10-14 	2167.004239	1151.804381	1015.199858
 15-19 	4618.628057	2399.538032	2219.090025
 20-24 	5776.839196	2734.850727	3041.988469
 25-29 	9013.652791	3732.321042	5281.331749
 30-34 	15462.760020	5981.866138	9480.893882
 35-39 	24529.467537	9199.121093	15330.346444
 40-44 	34259.638818	12583.084202	21676.554616
 45-49 	36907.972473	13696.000111	23211.972362
 50-54 	30619.933234	11855.263509	18764.669724
 55-59 	20266.887217	8164.080110	12102.807108
 60-64 	11462.476508	4646.257042	6816.219466
 65-69 	5704.111420	2273.365449	3430.745970
 70-74 	2671.425789	1048.075754	1623.350035
 75-79 	1216.140917	514.418167	701.722750
 80+ 	515.988480	222.250039	293.738441
Total	210301.652406	82851.012687	127450.639719
2026			
 0-4	2813.686226	1453.196476	1360.489749
 5-9	2378.113261	1240.700146	1137.413114
 10-14 	2045.017389	1086.078699	958.938690
 15-19 	4277.808527	2228.306363	2049.502164
 20-24 	5805.512521	2768.953402	3036.559119
 25-29 	8912.109533	3750.378280	5161.731253
 30-34 	15174.559869	5924.277633	9250.282236
 35-39 	23895.557194	9064.072937	14831.484257
 40-44 	33782.773934	12485.354565	21297.419369
 45-49 	37837.751297	13985.238706	23852.512591
 50-54 	32592.505067	12482.691710	20109.813357
 55-59 	22215.949526	8864.654994	13351.294532
 60-64 	12876.052963	5190.454661	7685.598302
 65-69 	6394.326001	2555.624456	3838.701545
 70-74 	2998.126098	1164.288691	1833.837407
 75-79 	1321.377672	548.988315	772.389357
 80+ 	566.609331	242.694724	323.914608
Total	215887.836408	85035.954758	130851.881650
2027			
 0-4	2698.278976	1393.583891	1304.695085
 5-9	2520.265010	1316.259633	1204.005377
 10-14 	2008.322491	1065.555268	942.767223
 15-19 	3944.252889	2057.412170	1886.840719
 20-24 	5742.130077	2752.712086	2989.417991
 25-29 	8888.819775	3800.538378	5088.281397
 30-34 	14814.318190	5833.315265	8981.002924
 35-39 	23296.676234	8930.071052	14366.605183
 40-44 	33092.101197	12327.445270	20764.655927
 45-49 	38420.006708	14174.117396	24245.889312
 50-54 	34406.954605	13043.992493	21362.962111
 55-59 	24201.130928	9552.103703	14649.027225
 60-64 	14391.839499	5773.596379	8618.243120
 65-69 	7178.110593	2870.542653	4307.567940
 70-74 	3367.800079	1302.422165	2065.377914
 75-79 	1434.081285	582.977706	851.103579
 80+ 	622.784184	265.095451	357.688733
Total	221027.872721	87041.740961	133986.131760
2028			
 0-4	2592.162256	1338.774042	1253.388214
 5-9	2612.410315	1365.686246	1246.724069
 10-14 	1962.313548	1039.916006	922.397542
 15-19 	3646.328507	1903.513101	1742.815406
 20-24 	5651.083658	2719.440731	2931.642926
 25-29 	8936.633038	3872.082010	5064.551028
 30-34 	14420.641147	5731.770600	8688.870547
 35-39 	22728.034534	8795.288888	13932.745646
 40-44 	32253.585752	12128.048658	20125.537094
 45-49 	38667.187298	14270.202078	24396.985220
 50-54 	36034.352188	13535.063567	22499.288621
 55-59 	26180.476394	10213.161195	15967.315198
 60-64 	16000.156310	6388.915292	9611.241017
 65-69 	8081.045365	3225.577486	4855.467879
 70-74 	3776.813584	1461.379502	2315.434082
 75-79 	1563.463271	620.748250	942.715021
 80+ 	682.767445	288.416658	394.350787
Total	225789.454609	88897.984311	136891.470298
2029			
 0-4	2495.729998	1288.972274	1206.757724
 5-9	2639.472860	1381.012959	1258.459901
 10-14 	1969.252705	1042.768053	926.484652
 15-19 	3248.734002	1696.088691	1552.645312
 20-24 	5749.681996	2778.413331	2971.268665
 25-29 	8876.857495	3870.443200	5006.414295
 30-34 	14026.874095	5637.967311	8388.906784
 35-39 	22200.214504	8669.421284	13530.793220
 40-44 	31347.100509	11909.605073	19437.495436
 45-49 	38601.677116	14281.596573	24320.080544
 50-54 	37436.865010	13951.347134	23485.517876
 55-59 	28165.162196	10861.504315	17303.657881
 60-64 	17644.883355	7004.949054	10639.934300
 65-69 	9110.310274	3621.946909	5488.363365
 70-74 	4219.277637	1637.396536	2581.881101
 75-79 	1721.737931	668.744754	1052.993176
 80+ 	744.197810	311.186928	433.010882
Total	230198.029494	90613.364380	139584.665115
2030			
 0-4	2408.877187	1244.123436	1164.753751
 5-9	2582.178854	1351.628221	1230.550633
 10-14 	2036.768342	1079.216482	957.551860
 15-19 	2835.316717	1479.175824	1356.140893
 20-24 	5773.853640	2797.032302	2976.821338
 25-29 	8820.391122	3866.839897	4953.551225
 30-34 	13724.610647	5577.527100	8147.083547
 35-39 	21708.914719	8553.616749	13155.297969
 40-44 	30444.592194	11692.164284	18752.427910
 45-49 	38246.815417	14213.797395	24033.018021
 50-54 	38572.439338	14288.749333	24283.690005
 55-59 	30287.492183	11560.105143	18727.387040
 60-64 	19175.793834	7550.811377	11624.982457
 65-69 	10243.523402	4050.725364	6192.798038
 70-74 	4700.026763	1829.910527	2870.116236
 75-79 	1914.788125	731.121536	1183.666589
 80+ 	807.281009	333.035231	474.245778
Total	234283.663494	92199.580202	142084.083292
2031			
 0-4	2330.888686	1203.856113	1127.032574
 5-9	2474.007799	1294.960112	1179.047687
 10-14 	2229.332765	1183.610607	1045.722159
 15-19 	2597.104355	1353.091341	1244.013014
 20-24 	5403.449937	2607.919988	2795.529949
 25-29 	8850.602404	3899.170845	4951.431558
 30-34 	13521.290269	5561.764067	7959.526202
 35-39 	21185.185965	8410.628708	12774.557257
 40-44 	29602.393984	11489.927659	18112.466325
 45-49 	37643.526316	14079.259718	23564.266598
 50-54 	39413.391313	14545.104284	24868.287030
 55-59 	32138.423165	12139.619629	19998.803536
 60-64 	20953.610345	8176.111097	12777.499249
 65-69 	11467.794621	4510.790753	6957.003869
 70-74 	5240.236397	2044.614317	3195.622080
 75-79 	2137.465213	807.268067	1330.197146
 80+ 	875.774036	355.238291	520.535745
Total	238064.477571	93662.935595	144401.541976
2032			
 0-4	2261.255825	1167.903406	1093.352419
 5-9	2373.350654	1242.227907	1131.122746
 10-14 	2362.062482	1256.082933	1105.979548
 15-19 	2426.074283	1263.648689	1162.425594
 20-24 	5047.039989	2422.374992	2624.664997
 25-29 	8805.273905	3886.608877	4918.665028
 30-34 	13455.618071	5599.713810	7855.904261
 35-39 	20627.313517	8250.128720	12377.184797
 40-44 	28841.731977	11305.775137	17535.956840
 45-49 	36860.178724	13899.840833	22960.337891
 50-54 	39940.280947	14717.377392	25222.903554
 55-59 	33853.116681	12663.076793	21190.039888
 60-64 	22775.624563	8795.363626	13980.260937
 65-69 	12787.132873	5006.524210	7780.608663
 70-74 	5858.749690	2286.108917	3572.640774
 75-79 	2389.446194	898.206263	1491.239931
 80+ 	951.477014	378.406742	573.070272
Total	241615.727389	95039.369249	146576.358140
2033			
 0-4	2199.992140	1136.267983	1063.724157
 5-9	2280.753042	1193.718375	1087.034667
 10-14 	2448.791002	1303.794960	1144.996041
 15-19 	2222.120478	1157.942905	1064.177574
 20-24 	4736.038897	2258.932847	2477.106050
 25-29 	8744.948721	3860.779237	4884.169484
 30-34 	13503.821544	5674.446648	7829.374896
 35-39 	20076.460274	8094.951421	11981.508853
 40-44 	28149.917187	11134.613373	17015.303814
 45-49 	35957.703693	13691.522680	22266.181013
 50-54 	40161.317679	14810.846115	25350.471563
 55-59 	35403.520674	13126.433831	22277.086843
 60-64 	24604.901045	9397.160388	15207.740657
 65-69 	14192.980802	5532.032497	8660.948305
 70-74 	6576.174137	2560.283953	4015.890184
 75-79 	2668.110951	1002.990887	1665.120064
 80+ 	1038.523210	404.451179	634.072031
Total	244966.075475	96341.169281	148624.906194
2034			
 0-4	2146.796105	1108.793450	1038.002655
 5-9	2196.545891	1149.604900	1046.940991
 10-14 	2474.708872	1319.014628	1155.694243
 15-19 	2091.507545	1091.501508	1000.006038
 20-24 	4328.326029	2044.574835	2283.751194
 25-29 	8865.493937	3919.893002	4945.600935
 30-34 	13488.050128	5694.834501	7793.215627
 35-39 	19572.272574	7965.006492	11607.266082
 40-44 	27524.595152	10980.469212	16544.125940
 45-49 	35010.342135	13473.708290	21536.633846
 50-54 	40095.436041	14831.790633	25263.645408
 55-59 	36753.057970	13525.317626	23227.740344
 60-64 	26450.050231	9992.494098	16457.556133
 65-69 	15634.013973	6059.354497	9574.659476
 70-74 	7398.580905	2868.329279	4530.251626
 75-79 	2969.981596	1119.169491	1850.812104
 80+ 	1141.988855	435.983161	706.005693
Total	248141.747940	97579.839604	150561.908336
2035			
 0-4	2101.059462	1085.166593	1015.892869
 5-9	2120.616946	1109.828280	1010.788666
 10-14 	2421.324383	1291.252112	1130.072270
 15-19 	2067.028821	1082.259032	984.769788
 20-24 	3894.233694	1816.260358	2077.973335
 25-29 	8920.637559	3942.562398	4978.075161
 30-34 	13500.232898	5721.450262	7778.782635
 35-39 	19206.694883	7886.654785	11320.040099
 40-44 	26950.156727	10840.132378	16110.024349
 45-49 	34086.739600	13264.460193	20822.279407
 50-54 	39763.303057	14784.130198	24979.172859
 55-59 	37861.404602	13856.067193	24005.337409
 60-64 	28425.109799	10634.239951	17790.869848
 65-69 	16974.103504	6525.771881	10448.331623
 70-74 	8308.937832	3203.771930	5105.165902
 75-79 	3299.372043	1246.636183	2052.735860
 80+ 	1264.163152	474.610226	789.552927
Total	251165.118961	98765.253954	152399.865007
2036			
 0-4	2061.933841	1064.952093	996.981748
 5-9	2052.536541	1074.161456	978.375084
 10-14 	2320.166591	1237.225664	1082.940927
 15-19 	2227.073430	1170.627194	1056.446236
 20-24 	3625.356482	1673.612856	1951.743626
 25-29 	8597.385360	3767.222552	4830.162808
 30-34 	13606.103728	5784.171542	7821.932186
 35-39 	18991.776177	7872.596985	11119.179192
 40-44 	26355.391445	10677.020093	15678.371353
 45-49 	33241.022948	13076.430044	20164.592904
 50-54 	39201.243787	14677.898204	24523.345584
 55-59 	38701.298104	14116.626343	24584.671762
 60-64 	30155.974764	11170.584600	18985.390164
 65-69 	18543.282405	7065.911001	11477.371404
 70-74 	9296.514383	3565.438390	5731.075993
 75-79 	3671.752463	1389.500878	2282.251585
 80+ 	1402.849222	520.034697	882.814525
Total	254051.661672	99904.014591	154147.647081
2037			
 0-4	2028.731911	1047.796116	980.935794
 5-9	1991.973444	1042.428626	949.544818
 10-14 	2226.024425	1186.947408	1039.077016
 15-19 	2343.341105	1234.737462	1108.603642
 20-24 	3410.363498	1561.422339	1848.941159
 25-29 	8294.194913	3598.681726	4695.513187
 30-34 	13652.019616	5807.815017	7844.204599
 35-39 	18959.393404	7929.138614	11030.254791
 40-44 	25739.529642	10501.049326	15238.480315
 45-49 	32492.156461	12911.047868	19581.108594
 50-54 	38472.585639	14532.512866	23940.072773
 55-59 	39251.821346	14303.350530	24948.470816
 60-64 	31768.425318	11658.950271	20109.475047
 65-69 	20158.623067	7604.617579	12554.005488
 70-74 	10364.183911	3956.475422	6407.708489
 75-79 	4100.811858	1551.128594	2549.683264
 80+ 	1558.246979	572.743080	985.503899
Total	256812.426536	101000.842845	155811.583691
2038			
 0-4	2000.899324	1033.411976	967.487348
 5-9	1938.698365	1014.505798	924.192567
 10-14 	2139.411317	1140.692377	998.718940
 15-19 	2422.950988	1278.467897	1144.483091
 20-24 	3160.356142	1432.700691	1727.655451
 25-29 	8035.816791	3452.615520	4583.201271
 30-34 	13697.810599	5823.562612	7874.247988
 35-39 	19073.400070	8034.816366	11038.583704
 40-44 	25149.234283	10337.012639	14812.221644
 45-49 	31823.843164	12761.474504	19062.368660
