Need for ART by age			
	Ghana		
 	Total	Male	Female
 50-54 	37634.585475	14362.218354	23272.367121
 55-59 	39517.771148	14419.940911	25097.830236
 60-64 	33236.545573	12095.726178	21140.819394
 65-69 	21789.148632	8132.655779	13656.492853
 70-74 	11505.708819	4372.347204	7133.361614
 75-79 	4600.977375	1735.557282	2865.420093
 80+ 	1730.855448	632.926065	1097.929383
Total	259458.013512	102060.632153	157397.381359
2039			
 0-4	1977.843676	1021.492653	956.351023
 5-9	1892.365791	990.211298	902.154493
 10-14 	2060.640764	1098.627653	962.013112
 15-19 	2448.041946	1292.735479	1155.306467
 20-24 	2998.000799	1350.363036	1647.637763
 25-29 	7667.676867	3250.869394	4416.807473
 30-34 	13920.608870	5919.922842	8000.686028
 35-39 	19158.975221	8102.333895	11056.641325
 40-44 	24632.001283	10207.764132	14424.237152
 45-49 	31225.770375	12627.962086	18597.808288
 50-54 	36757.198606	14184.309713	22572.888893
 55-59 	39515.131405	14471.391471	25043.739934
 60-64 	34526.228584	12476.979756	22049.248828
 65-69 	23440.168935	8658.097268	14782.071668
 70-74 	12677.911140	4790.091001	7887.820140
 75-79 	5176.337268	1943.604987	3232.732281
 80+ 	1921.534098	700.471830	1221.062268
Total	261996.435629	103087.228494	158909.207135
2040			
 0-4	1958.937599	1011.715467	947.222131
 5-9	1852.474700	969.284654	883.190046
 10-14 	1989.612824	1060.697882	928.914942
 15-19 	2397.128994	1265.847316	1131.281677
 20-24 	2959.645383	1333.654245	1625.991138
 25-29 	7250.889323	3025.757012	4225.132310
 30-34 	14088.277048	5984.204037	8104.073011
 35-39 	19290.116932	8182.309630	11107.807302
 40-44 	24282.429417	10141.560671	14140.868746
 45-49 	30675.298218	12504.516213	18170.782005
 50-54 	35906.462473	14015.408210	21891.054262
 55-59 	39262.564321	14460.720958	24801.843363
 60-64 	35600.087794	12799.581780	22800.506014
 65-69 	25202.819808	9222.181629	15980.638179
 70-74 	13765.916738	5158.146709	8607.770029
 75-79 	5815.199622	2171.059202	3644.140420
 80+ 	2134.326132	776.214659	1358.111473
Total	264432.187325	104082.860275	160349.327050
2041			
 0-4	1943.528349	1003.746233	939.782117
 5-9	1818.489851	951.450607	867.039245
 10-14 	1925.930753	1026.689808	899.240945
 15-19 	2300.003280	1213.700810	1086.302470
 20-24 	3115.983516	1418.507549	1697.475967
 25-29 	6980.712178	2878.301748	4102.410430
 30-34 	13888.969572	5857.052572	8031.917001
 35-39 	19520.368140	8298.971999	11221.396141
 40-44 	24116.674094	10152.417686	13964.256408
 45-49 	30101.206210	12355.971008	17745.235203
 50-54 	35135.104310	13867.257060	21267.847249
 55-59 	38792.392876	14396.111826	24396.281050
 60-64 	36432.249455	13061.683574	23370.565881
 65-69 	26757.316720	9697.986013	17059.330708
 70-74 	15051.376244	5589.504143	9461.872101
 75-79 	6510.059765	2417.084190	4092.975576
 80+ 	2377.035966	862.353063	1514.682903
Total	266767.401280	105048.789887	161718.611393
2042			
 0-4	1931.000825	997.271539	933.729287
 5-9	1789.852402	936.418559	853.433843
 10-14 	1869.285237	996.434900	872.850337
 15-19 	2209.664132	1165.183653	1044.480479
 20-24 	3232.494687	1481.138992	1751.355694
 25-29 	6749.428187	2754.986756	3994.441431
 30-34 	13709.817179	5736.928685	7972.888495
 35-39 	19706.399351	8383.064668	11323.334682
 40-44 	24161.886148	10244.858937	13917.027211
 45-49 	29503.938555	12192.712221	17311.226334
 50-54 	34461.368547	13740.706581	20720.661966
 55-59 	38162.931732	14294.806430	23868.125302
 60-64 	37001.697990	13259.469742	23742.228248
 65-69 	28212.499408	10134.276448	18078.222961
 70-74 	16380.250118	6022.715329	10357.534789
 75-79 	7263.331562	2683.892889	4579.438673
 80+ 	2657.115189	960.930610	1696.184579
Total	269002.961248	105985.796939	163017.164309
2043			
 0-4	1920.560956	991.887319	928.673637
 5-9	1765.916880	923.849478	842.067402
 10-14 	1819.463574	969.816839	849.646735
 15-19 	2126.612666	1120.564232	1006.048435
 20-24 	3313.521912	1524.068062	1789.453850
 25-29 	6477.232361	2613.115253	3864.117108
 30-34 	13566.875478	5635.941472	7930.934006
 35-39 	19909.208012	8465.977512	11443.230500
 40-44 	24372.459054	10393.890371	13978.568684
 45-49 	28934.858599	12041.337198	16893.521401
 50-54 	33867.213364	13628.025061	20239.188303
 55-59 	37427.952757	14169.644680	23258.308076
 60-64 	37310.774103	13395.409198	23915.364906
 65-69 	29545.704861	10528.059031	19017.645830
 70-74 	17728.558019	6450.957035	11277.600984
 75-79 	8071.659509	2968.629598	5103.029911
 80+ 	2982.104101	1074.078766	1908.025335
Total	271140.676207	106895.251104	164245.425103
2044			
 0-4	1911.536642	987.251336	924.285306
 5-9	1746.091293	913.433618	832.657675
 10-14 	1776.143049	946.662587	829.480462
 15-19 	2051.160867	1080.007381	971.153486
 20-24 	3342.287353	1538.821604	1803.465749
 25-29 	6301.271517	2521.773816	3779.497700
 30-34 	13292.607356	5470.595861	7822.011494
 35-39 	20291.343573	8628.589799	11662.753775
 40-44 	24577.815855	10515.983353	14061.832502
 45-49 	28449.252577	11927.865090	16521.387487
 50-54 	33336.735860	13526.654171	19810.081689
 55-59 	36653.130636	14036.159720	22616.970916
 60-64 	37372.606394	13473.328873	23899.277521
 65-69 	30726.457162	10875.883433	19850.573730
 70-74 	19097.563146	6878.993765	12218.569381
 75-79 	8903.229812	3254.828615	5648.401197
 80+ 	3353.592927	1201.981005	2151.611923
Total	273182.826020	107778.814026	165404.011994
2045			
 0-4	1903.481299	983.132674	920.348624
 5-9	1729.862349	904.906128	824.956221
 10-14 	1738.857706	926.724936	812.132770
 15-19 	1983.217043	1043.459952	939.757091
 20-24 	3298.388491	1514.367091	1784.021399
 25-29 	6261.982292	2501.652238	3760.330054
 30-34 	12940.578285	5269.480161	7671.098124
 35-39 	20631.836873	8764.917396	11866.919477
 40-44 	24839.940031	10654.841699	14185.098332
 45-49 	28145.033511	11882.792094	16262.241417
 50-54 	32843.151843	13429.010082	19414.141761
 55-59 	35901.421725	13909.663371	21991.758354
 60-64 	37203.599369	13495.456901	23708.142468
 65-69 	31721.503690	11175.076446	20546.427244
 70-74 	20550.544448	7334.659265	13215.885183
 75-79 	9672.375381	3505.293489	6167.081892
 80+ 	3766.185979	1342.661756	2423.524223
Total	275131.960313	108638.095679	166493.864634
2046			
 0-4	1896.365864	979.512027	916.853837
 5-9	1716.783152	898.038634	818.744517
 10-14 	1707.111904	909.743388	797.368515
 15-19 	1922.412499	1010.721116	911.691384
 20-24 	3210.714048	1465.992423	1744.721625
 25-29 	6426.768514	2586.640977	3840.127537
 30-34 	12705.433430	5132.594284	7572.839146
 35-39 	20620.458030	8717.940370	11902.517660
 40-44 	25205.533658	10831.466935	14374.066723
 45-49 	28043.370706	11921.838920	16121.531786
 50-54 	32318.467722	13302.737763	19015.729959
 55-59 	35223.788338	13801.174667	21422.613671
 60-64 	36832.053627	13468.421701	23363.631926
 65-69 	32507.537404	11424.096651	21083.440753
 70-74 	21842.775007	7723.474725	14119.300282
 75-79 	10593.507213	3804.291840	6789.215373
 80+ 	4219.350077	1496.731858	2722.618219
Total	276992.431193	109475.418280	167517.012913
2047			
 0-4	1890.108543	976.338778	913.769765
 5-9	1706.294729	892.544619	813.750111
 10-14 	1680.383957	895.440452	784.943506
 15-19 	1868.451504	981.629742	886.821762
 20-24 	3130.323569	1421.304305	1709.019264
 25-29 	6556.683228	2651.821284	3904.861944
 30-34 	12490.769776	5012.097905	7478.671871
 35-39 	20624.709038	8675.581175	11949.127863
 40-44 	25543.798591	10983.219296	14560.579295
 45-49 	28169.211694	12048.877999	16120.333695
 50-54 	31766.310091	13159.538195	18606.771896
 55-59 	34638.193133	13711.477890	20926.715243
 60-64 	36310.788968	13407.383254	22903.405713
 65-69 	33065.021166	11619.425229	21445.595937
 70-74 	23058.517276	8082.541288	14975.975988
 75-79 	11550.433889	4107.004445	7443.429444
 80+ 	4718.556289	1666.438043	3052.118246
Total	278768.555441	110292.663899	168475.891542
2048			
 0-4	1884.193218	973.340383	910.852835
 5-9	1697.674494	888.047996	809.626499
 10-14 	1658.067577	883.492009	774.575568
 15-19 	1821.126070	956.074510	865.051561
 20-24 	3057.780540	1380.601111	1677.179429
 25-29 	6653.281928	2698.414822	3954.867106
 30-34 	12228.374891	4870.685977	7357.688914
 35-39 	20649.343725	8644.967719	12004.376005
 40-44 	25917.277364	11141.981066	14775.296297
 45-49 	28472.041705	12237.409366	16234.632339
 50-54 	31242.322559	13027.603753	18214.718805
 55-59 	34126.866904	13632.964516	20493.902388
 60-64 	35689.601722	13323.882755	22365.718968
 65-69 	33394.833124	11762.702143	21632.130980
 70-74 	24179.667519	8409.698956	15769.968563
 75-79 	12526.943469	4408.987788	8117.955681
 80+ 	5266.056302	1851.159340	3414.896961
Total	280465.453111	111092.014211	169373.438899
2049			
 0-4	1878.347435	970.371614	907.975820
 5-9	1690.307636	884.226492	806.081144
 10-14 	1639.606884	873.601224	766.005659
 15-19 	1780.124925	933.889761	846.235164
 20-24 	2993.471459	1344.082825	1649.388633
 25-29 	6700.855371	2718.469535	3982.385836
 30-34 	12066.340856	4781.795881	7284.544975
 35-39 	20517.817068	8539.296658	11978.520410
 40-44 	26474.927730	11381.493646	15093.434084
 45-49 	28786.908099	12408.222862	16378.685237
 50-54 	30807.310524	12934.955694	17872.354831
 55-59 	33671.147939	13561.585277	20109.562662
 60-64 	35028.943098	13231.686978	21797.256120
 65-69 	33507.320444	11856.758868	21650.561576
 70-74 	25180.898138	8702.078448	16478.819690
 75-79 	13520.691164	4711.840471	8808.850693
 80+ 	5843.658621	2041.476442	3802.182178
Total	282088.677388	111875.832677	170212.844712
2050			
 0-4	1875.826929	969.099667	906.727262
 5-9	1683.788574	880.868414	802.920160
 10-14 	1624.493824	865.502903	758.990921
 15-19 	1744.956600	914.817772	830.138827
 20-24 	2937.252699	1311.685034	1625.567665
 25-29 	6679.601281	2701.331142	3978.270139
 30-34 	12048.497395	4767.325584	7281.171811
 35-39 	20276.194952	8383.802915	11892.392037
 40-44 	27001.891112	11599.799229	15402.091882
 45-49 	29166.587295	12599.557725	16567.029570
 50-54 	30558.032693	12912.329689	17645.703004
 55-59 	33240.209057	13488.268943	19751.940115
 60-64 	34383.829177	13143.354733	21240.474444
 65-69 	33411.361783	11901.623593	21509.738190
 70-74 	26028.381373	8955.511987	17072.869386
 75-79 	14560.308763	5028.221848	9532.086915
 80+ 	6394.523265	2214.216676	4180.306590
Total	283615.736770	112637.317852	170978.418919
