1970	20606.09894	27560.0998	29374.49959	39066.49949	50901.69959	42997.90043	29571.19892	18277.09998	12344.19925	8451.798736	7115.699462	4087.199765	2890.89991	1710.600671	1131.499706	754.7005359	482.7004977
1971	30028.99965	40141.89888	42802.10031	57005.59876	74259.6997	62594.79924	42942.39861	26511.00059	17901.20067	12257.50065	10311.30013	5936.699552	4205.100078	2490.200648	1648.600698	1098.899104	703.1983964
1972	33980.7008	45418.10146	48433.29941	64528.20023	84055.00082	70812.7015	48549.79947	29964.00066	20231.59881	13853.60074	11651.50044	6712.500329	4756.49872	2817.099092	1865.601627	1243.200556	795.5994547
1973	32730.99897	43751.4008	46653.09965	62143.20082	80950.50219	68219.69988	46789.69907	28882.60056	19502.20068	13354.2017	11233.0018	6468.900098	4582.801839	2713.699899	1796.800919	1197.599802	766.4007479
1974	29596.99871	39571.19942	42188.29835	56162.99869	73166.39959	61715.10186	42372.00126	26168.00038	17671.19945	12099.90096	10181.59931	5857.598993	4146.799673	2454.798577	1625.10042	1083.198367	693.1992335
1975	21218.29915	28390.60068	30250.49974	40189.29904	52371.29949	44311.40021	30530.99987	18885.80037	12757.89975	8734.599737	7359.399173	4219.600591	2980.500408	1761.899758	1165.399808	777.3998227	497.5993349
1976	17778.80059	23798.1006	25349.09949	33641.2998	43845.09983	37158.69995	25651.19982	15880.4993	10729.80016	7345.800553	6193.500133	3544.800137	2500.601032	1477.200217	976.7990841	651.6996187	417.1996841
1977	15071.59947	20180.70011	21490.80028	28497.80065	37145.50018	31520.39941	21790.00002	13498.9003	9121.899226	6244.699795	5267.699556	3010.900667	2121.800335	1252.899777	827.899089	552.6002746	353.7999899
1978	13061.39953	17490.69984	18624.39953	24689.19959	32182.70015	27322.2997	18898.10083	11710.19971	7913.700089	5417.400309	4570.799702	2611.200022	1839.400094	1085.899371	717.4005513	479.099559	306.6999401
1979	11197.19977	14995.20063	15966.59938	21163.70043	27587.3002	23424.29995	16204.90029	10042.20018	6786.400167	4645.700249	3920.099591	2238.999843	1577.299718	931.0001317	615.1997691	410.7002217	262.9001539
1980	9585.699813	12833.29985	13667.99991	18131.10036	23631.40023	20041.39994	13845.70002	8575.199852	5794.300434	3966.699895	3345.499814	1913.400161	1349.00004	796.600157	526.600341	351.3002104	225.0000791
1981	7980.000207	10683.49966	11378.69957	15096.70015	19676.19984	16682.19989	11521.30035	7134.600203	4820.599964	3299.999726	2783.199936	1592.300008	1123.000451	662.9996209	438.0998799	292.4003382	187.2999842
1982	6506.800058	8710.500325	9277.800088	12310.99999	16044.99994	13601.09963	9391.2003	5814.999944	3928.799947	2689.70014	2268.200086	1297.99991	915.4002456	540.5000842	357.4001862	238.5001698	152.7000817
1983	5226.600115	6997.100337	7452.700152	9889.399881	12888.70012	10925.20004	7543.700007	4670.899881	3156.000079	2160.500243	1821.999926	1042.600204	735.2998443	434.1998154	287.0998174	191.6999895	122.7003024
1984	4121.500028	5517.599844	5876.799864	7798.399938	10163.70019	8614.80019	5947.800011	3682.700119	2488.300016	1703.400021	1436.500263	822.0000624	579.8999624	342.400241	226.2999929	151.1001381	96.6997113
1985	3893.399974	5211.599813	5551.20016	7366.999927	9601.099919	8137.499797	5617.899892	3478.199963	2350.200127	1608.79997	1356.700174	776.4000282	547.6997943	323.2999637	213.9001792	142.6000044	91.29998034
1986	2459.099945	3291.800139	3506.199926	4653.200094	6064.599901	5139.700039	3547.600072	2196.199899	1484.099942	1016.099991	856.6999322	490.3999924	345.8999313	204.1001647	134.9999435	90.09991116	57.59996368
1987	772.1999788	1033.899984	1101.100016	1461.000011	1904.199983	1613.899976	1114.200004	689.4999912	466.0999923	319.2000222	269.1000027	153.8999856	108.5000073	63.90000519	42.50002776	28.40002426	18.00003398
1988	-1031.30005	-1380.400042	-1470.300001	-1951.300027	-2543.200065	-2155.299998	-1487.699995	-921.0000319	-622.2000312	-425.9999603	-359.1999729	-205.5999942	-144.9000131	-85.80000835	-56.69996489	-37.90001922	-24.19997518
1989	-2969.70006	-3975.19999	-4234.099921	-5619.500102	-7324.29986	-6206.900173	-4284.299971	-2652.399915	-1792.199973	-1226.899981	-1034.399949	-591.9001471	-417.5998842	-246.699944	-163.1999792	-108.8997906	-69.4999307
1990	-6954.69994	-9308.800038	-9915.699905	-13163.00005	-17155.30038	-14533.59999	-10028.30035	-6207.300293	-4194.199931	-2871.40031	-2420.200238	-1385.500195	-977.9001088	-577.8001422	-382.3997934	-255.0996807	-162.6004483
1991	-9132.500415	-12223.10023	-13020.30033	-17285.80016	-22528.30018	-19082.60003	-13165.4	-8148.6002	-5505.899784	-3769.199824	-3176.99975	-1818.899825	-1283.699978	-758.40032	-502.0996034	-334.8997611	-213.6001391
1992	-10138.30008	-13568.99987	-14454.5998	-19192.69985	-25012.59979	-21182.50045	-14610.39945	-9041.999423	-6109.200194	-4182.500467	-3524.999974	-2018.600433	-1424.999667	-841.9999421	-557.1001275	-371.8998722	-237.3997421
1993	-10305.20015	-13791.30005	-14692.29993	-19510.80001	-25426.89968	-21528.89943	-14845.60008	-9186.400313	-6206.600513	-4249.09965	-3581.000279	-2051.500522	-1448.100529	-855.6996687	-566.1004733	-377.8003385	-241.5001613
1994	-10395.30034	-13911.59981	-14820.59976	-19683.00041	-25650.50057	-21715.69997	-14972.60005	-9264.500216	-6259.000554	-4285.000331	-3611.399325	-2068.90017	-1460.800189	-863.1999377	-571.0997372	-381.0997554	-243.7003818
